split,track_id,profile,duration_sec,n_total_events_track,event_density_per_sec,class_name,threshold,threshold_mode,TP,FP,FN,precision,recall,f1,mean_abs_time_error_ms,median_abs_time_error_ms,p90_abs_time_error_ms
TEST,test_humanized_mixed_000113_143bpm,humanized_mixed,3.59,12,3.3426183844011144,T16,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,29.499999999999858,29.499999999999858,29.499999999999858
TEST,test_humanized_mixed_000117_122bpm,humanized_mixed,3.89,12,3.0848329048843186,KD,0.04,global,4,2,0,0.6666666666666666,1.0,0.8,13.479249999999983,7.499999999999951,29.51680000000001
TEST,test_humanized_mixed_000117_122bpm,humanized_mixed,3.89,12,3.0848329048843186,SD,0.04,global,2,2,3,0.5,0.4,0.4444444444444445,9.291500000000008,9.291500000000008,10.924700000000032
TEST,test_humanized_mixed_000117_122bpm,humanized_mixed,3.89,12,3.0848329048843186,T12,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000117_122bpm,humanized_mixed,3.89,12,3.0848329048843186,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000117_122bpm,humanized_mixed,3.89,12,3.0848329048843186,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000119_125bpm,humanized_mixed,3.89,14,3.5989717223650386,KD,0.04,global,3,2,2,0.6,0.6,0.6,13.277999999999976,15.916999999999959,20.183399999999985
TEST,test_humanized_mixed_000119_125bpm,humanized_mixed,3.89,14,3.5989717223650386,SD,0.04,global,2,0,2,1.0,0.5,0.6666666666666666,3.1249999999999742,3.1249999999999742,4.691399999999954
TEST,test_humanized_mixed_000119_125bpm,humanized_mixed,3.89,14,3.5989717223650386,T12,0.04,global,1,2,0,0.3333333333333333,1.0,0.5,6.750000000000034,6.750000000000034,6.750000000000034
TEST,test_humanized_mixed_000119_125bpm,humanized_mixed,3.89,14,3.5989717223650386,T14,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,18.500000000000185,18.500000000000185,18.500000000000185
TEST,test_humanized_mixed_000119_125bpm,humanized_mixed,3.89,14,3.5989717223650386,T16,0.04,global,1,1,1,0.5,0.5,0.5,3.083000000000169,3.083000000000169,3.083000000000169
TEST,test_humanized_mixed_000123_120bpm,humanized_mixed,3.98,11,2.763819095477387,KD,0.04,global,3,3,1,0.5,0.75,0.6,4.777666666666588,1.0829999999999451,10.416599999999843
TEST,test_humanized_mixed_000123_120bpm,humanized_mixed,3.98,11,2.763819095477387,SD,0.04,global,2,2,2,0.5,0.5,0.5,49.29150000000004,49.29150000000004,50.85830000000002
TEST,test_humanized_mixed_000123_120bpm,humanized_mixed,3.98,11,2.763819095477387,T12,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000123_120bpm,humanized_mixed,3.98,11,2.763819095477387,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000123_120bpm,humanized_mixed,3.98,11,2.763819095477387,T16,0.04,global,1,0,0,1.0,1.0,1.0,1.5000000000000568,1.5000000000000568,1.5000000000000568
TEST,test_humanized_mixed_000124_148bpm,humanized_mixed,3.6,13,3.611111111111111,KD,0.04,global,1,4,3,0.2,0.25,0.22222222222222224,0.75,0.75,0.75
TEST,test_humanized_mixed_000124_148bpm,humanized_mixed,3.6,13,3.611111111111111,SD,0.04,global,2,1,3,0.6666666666666666,0.4,0.5,17.707999999999945,17.707999999999945,20.207999999999892
TEST,test_humanized_mixed_000124_148bpm,humanized_mixed,3.6,13,3.611111111111111,T12,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,26.666999999999994,26.666999999999994,26.666999999999994
TEST,test_humanized_mixed_000124_148bpm,humanized_mixed,3.6,13,3.611111111111111,T14,0.04,global,1,0,0,1.0,1.0,1.0,15.167000000000153,15.167000000000153,15.167000000000153
TEST,test_humanized_mixed_000124_148bpm,humanized_mixed,3.6,13,3.611111111111111,T16,0.04,global,1,0,0,1.0,1.0,1.0,10.000000000000009,10.000000000000009,10.000000000000009
TEST,test_humanized_mixed_000130_133bpm,humanized_mixed,3.72,11,2.956989247311828,KD,0.04,global,3,4,1,0.42857142857142855,0.75,0.5454545454545454,8.333333333333302,1.9169999999999465,18.84979999999996
TEST,test_humanized_mixed_000130_133bpm,humanized_mixed,3.72,11,2.956989247311828,SD,0.04,global,2,3,2,0.4,0.5,0.4444444444444445,11.500000000000066,11.500000000000066,18.30000000000003
TEST,test_humanized_mixed_000130_133bpm,humanized_mixed,3.72,11,2.956989247311828,T12,0.04,global,1,0,0,1.0,1.0,1.0,0.6670000000001952,0.6670000000001952,0.6670000000001952
TEST,test_humanized_mixed_000130_133bpm,humanized_mixed,3.72,11,2.956989247311828,T14,0.04,global,1,0,0,1.0,1.0,1.0,4.417000000000115,4.417000000000115,4.417000000000115
TEST,test_humanized_mixed_000130_133bpm,humanized_mixed,3.72,11,2.956989247311828,T16,0.04,global,1,0,0,1.0,1.0,1.0,18.000000000000014,18.000000000000014,18.000000000000014
TEST,test_humanized_mixed_000132_89bpm,humanized_mixed,4.67,10,2.1413276231263385,KD,0.04,global,3,4,1,0.42857142857142855,0.75,0.5454545454545454,8.249999999999952,8.249999999999869,13.383599999999962
TEST,test_humanized_mixed_000132_89bpm,humanized_mixed,4.67,10,2.1413276231263385,SD,0.04,global,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,24.12499999999995,24.12499999999995,42.02499999999998
TEST,test_humanized_mixed_000132_89bpm,humanized_mixed,4.67,10,2.1413276231263385,T12,0.04,global,1,0,0,1.0,1.0,1.0,7.0829999999999504,7.0829999999999504,7.0829999999999504
TEST,test_humanized_mixed_000132_89bpm,humanized_mixed,4.67,10,2.1413276231263385,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000132_89bpm,humanized_mixed,4.67,10,2.1413276231263385,T16,0.04,global,1,0,0,1.0,1.0,1.0,12.582999999999789,12.582999999999789,12.582999999999789
TEST,test_humanized_mixed_000133_138bpm,humanized_mixed,3.72,13,3.4946236559139785,KD,0.04,global,3,2,1,0.6,0.75,0.6666666666666665,17.111000000000022,15.832999999999986,31.566600000000065
TEST,test_humanized_mixed_000133_138bpm,humanized_mixed,3.72,13,3.4946236559139785,SD,0.04,global,2,2,3,0.5,0.4,0.4444444444444445,23.25000000000002,23.25000000000002,26.450000000000045
TEST,test_humanized_mixed_000133_138bpm,humanized_mixed,3.72,13,3.4946236559139785,T12,0.04,global,1,1,1,0.5,0.5,0.5,8.83299999999998,8.83299999999998,8.83299999999998
TEST,test_humanized_mixed_000133_138bpm,humanized_mixed,3.72,13,3.4946236559139785,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000133_138bpm,humanized_mixed,3.72,13,3.4946236559139785,T16,0.04,global,1,0,0,1.0,1.0,1.0,31.749999999999943,31.749999999999943,31.749999999999943
TEST,test_humanized_mixed_000134_100bpm,humanized_mixed,4.38,12,2.73972602739726,KD,0.04,global,0,3,4,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000134_100bpm,humanized_mixed,4.38,12,2.73972602739726,SD,0.04,global,0,2,4,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000134_100bpm,humanized_mixed,4.38,12,2.73972602739726,T12,0.04,global,1,0,0,1.0,1.0,1.0,47.16699999999996,47.16699999999996,47.16699999999996
TEST,test_humanized_mixed_000134_100bpm,humanized_mixed,4.38,12,2.73972602739726,T14,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,0.7500000000000284,0.7500000000000284,0.7500000000000284
TEST,test_humanized_mixed_000134_100bpm,humanized_mixed,4.38,12,2.73972602739726,T16,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,7.500000000000062,7.500000000000062,7.500000000000062
TEST,test_humanized_mixed_000135_135bpm,humanized_mixed,3.75,11,2.933333333333333,KD,0.04,global,3,5,1,0.375,0.75,0.5,19.05566666666662,5.666999999999867,42.33339999999997
TEST,test_humanized_mixed_000135_135bpm,humanized_mixed,3.75,11,2.933333333333333,SD,0.04,global,2,1,2,0.6666666666666666,0.5,0.5714285714285715,5.749999999999922,5.749999999999922,6.016399999999855
TEST,test_humanized_mixed_000135_135bpm,humanized_mixed,3.75,11,2.933333333333333,T12,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000135_135bpm,humanized_mixed,3.75,11,2.933333333333333,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000135_135bpm,humanized_mixed,3.75,11,2.933333333333333,T16,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000138_138bpm,humanized_mixed,3.72,11,2.956989247311828,KD,0.04,global,2,2,2,0.5,0.5,0.5,10.791500000000056,10.791500000000056,18.15830000000001
TEST,test_humanized_mixed_000138_138bpm,humanized_mixed,3.72,11,2.956989247311828,SD,0.04,global,2,1,2,0.6666666666666666,0.5,0.5714285714285715,7.208499999999992,7.208499999999992,12.041699999999986
TEST,test_humanized_mixed_000138_138bpm,humanized_mixed,3.72,11,2.956989247311828,T12,0.04,global,1,0,0,1.0,1.0,1.0,18.24999999999999,18.24999999999999,18.24999999999999
TEST,test_humanized_mixed_000138_138bpm,humanized_mixed,3.72,11,2.956989247311828,T14,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000138_138bpm,humanized_mixed,3.72,11,2.956989247311828,T16,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000144_135bpm,humanized_mixed,3.7,11,2.972972972972973,KD,0.04,global,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,5.083500000000018,5.083500000000018,8.816700000000033
TEST,test_humanized_mixed_000144_135bpm,humanized_mixed,3.7,11,2.972972972972973,SD,0.04,global,2,2,2,0.5,0.5,0.5,8.333500000000022,8.333500000000022,11.866700000000035
TEST,test_humanized_mixed_000144_135bpm,humanized_mixed,3.7,11,2.972972972972973,T12,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000144_135bpm,humanized_mixed,3.7,11,2.972972972972973,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000144_135bpm,humanized_mixed,3.7,11,2.972972972972973,T16,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,8.750000000000036,8.750000000000036,8.750000000000036
TEST,test_humanized_mixed_000149_93bpm,humanized_mixed,4.56,14,3.0701754385964914,KD,0.04,global,3,2,2,0.6,0.6,0.6,27.777666666666736,34.333000000000055,46.066600000000136
TEST,test_humanized_mixed_000149_93bpm,humanized_mixed,4.56,14,3.0701754385964914,SD,0.04,global,5,2,0,0.7142857142857143,1.0,0.8333333333333333,16.016799999999986,15.666999999999987,31.916599999999967
TEST,test_humanized_mixed_000149_93bpm,humanized_mixed,4.56,14,3.0701754385964914,T12,0.04,global,1,1,1,0.5,0.5,0.5,49.33300000000007,49.33300000000007,49.33300000000007
TEST,test_humanized_mixed_000149_93bpm,humanized_mixed,4.56,14,3.0701754385964914,T14,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,21.916999999999742,21.916999999999742,21.916999999999742
TEST,test_humanized_mixed_000149_93bpm,humanized_mixed,4.56,14,3.0701754385964914,T16,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000151_99bpm,humanized_mixed,4.41,12,2.7210884353741496,KD,0.04,global,2,2,2,0.5,0.5,0.5,17.708499999999958,17.708499999999958,30.07529999999995
TEST,test_humanized_mixed_000151_99bpm,humanized_mixed,4.41,12,2.7210884353741496,SD,0.04,global,1,1,3,0.5,0.25,0.3333333333333333,24.666999999999994,24.666999999999994,24.666999999999994
TEST,test_humanized_mixed_000151_99bpm,humanized_mixed,4.41,12,2.7210884353741496,T12,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000151_99bpm,humanized_mixed,4.41,12,2.7210884353741496,T14,0.04,global,0,1,2,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000151_99bpm,humanized_mixed,4.41,12,2.7210884353741496,T16,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,6.5830000000000055,6.5830000000000055,6.5830000000000055
TEST,test_humanized_mixed_000152_134bpm,humanized_mixed,3.76,14,3.7234042553191493,KD,0.04,global,3,2,2,0.6,0.6,0.6,12.944666666666677,13.417000000000012,23.01700000000002
TEST,test_humanized_mixed_000152_134bpm,humanized_mixed,3.76,14,3.7234042553191493,SD,0.04,global,4,0,1,1.0,0.8,0.888888888888889,5.375000000000004,2.0000000000000018,13.024900000000013
TEST,test_humanized_mixed_000152_134bpm,humanized_mixed,3.76,14,3.7234042553191493,T12,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,48.00000000000004,48.00000000000004,48.00000000000004
TEST,test_humanized_mixed_000152_134bpm,humanized_mixed,3.76,14,3.7234042553191493,T14,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000152_134bpm,humanized_mixed,3.76,14,3.7234042553191493,T16,0.04,global,2,0,0,1.0,1.0,1.0,10.625000000000107,10.625000000000107,12.925000000000075
TEST,test_humanized_mixed_000166_83bpm,humanized_mixed,4.8,14,2.916666666666667,KD,0.04,global,3,3,2,0.5,0.6,0.5454545454545454,11.527666666666704,4.250000000000087,24.51640000000004
TEST,test_humanized_mixed_000166_83bpm,humanized_mixed,4.8,14,2.916666666666667,SD,0.04,global,2,3,3,0.4,0.4,0.4000000000000001,7.374999999999909,7.374999999999909,8.074999999999877
TEST,test_humanized_mixed_000166_83bpm,humanized_mixed,4.8,14,2.916666666666667,T12,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,0.0,0.0,0.0
TEST,test_humanized_mixed_000166_83bpm,humanized_mixed,4.8,14,2.916666666666667,T14,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000166_83bpm,humanized_mixed,4.8,14,2.916666666666667,T16,0.04,global,1,0,0,1.0,1.0,1.0,8.500000000000174,8.500000000000174,8.500000000000174
TEST,test_humanized_mixed_000174_133bpm,humanized_mixed,3.78,12,3.174603174603175,KD,0.04,global,3,1,1,0.75,0.75,0.75,10.027666666666638,1.4999999999999458,23.166399999999967
TEST,test_humanized_mixed_000174_133bpm,humanized_mixed,3.78,12,3.174603174603175,SD,0.04,global,3,1,1,0.75,0.75,0.75,29.944333333333372,30.99999999999997,39.40000000000007
TEST,test_humanized_mixed_000174_133bpm,humanized_mixed,3.78,12,3.174603174603175,T12,0.04,global,1,0,0,1.0,1.0,1.0,2.0000000000000018,2.0000000000000018,2.0000000000000018
TEST,test_humanized_mixed_000174_133bpm,humanized_mixed,3.78,12,3.174603174603175,T14,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,3.74999999999992,3.74999999999992,3.74999999999992
TEST,test_humanized_mixed_000174_133bpm,humanized_mixed,3.78,12,3.174603174603175,T16,0.04,global,1,0,0,1.0,1.0,1.0,33.41700000000003,33.41700000000003,33.41700000000003
TEST,test_humanized_mixed_000175_146bpm,humanized_mixed,3.55,14,3.943661971830986,KD,0.04,global,3,3,2,0.5,0.6,0.5454545454545454,2.416333333333317,1.0829999999999451,4.882999999999993
TEST,test_humanized_mixed_000175_146bpm,humanized_mixed,3.55,14,3.943661971830986,SD,0.04,global,4,1,1,0.8,0.8,0.8000000000000002,24.72925000000002,30.708500000000058,36.12510000000001
TEST,test_humanized_mixed_000175_146bpm,humanized_mixed,3.55,14,3.943661971830986,T12,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000175_146bpm,humanized_mixed,3.55,14,3.943661971830986,T14,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000175_146bpm,humanized_mixed,3.55,14,3.943661971830986,T16,0.04,global,0,1,2,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000180_142bpm,humanized_mixed,3.66,11,3.0054644808743167,KD,0.04,global,0,1,4,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000180_142bpm,humanized_mixed,3.66,11,3.0054644808743167,SD,0.04,global,1,0,3,1.0,0.25,0.4,51.250000000000014,51.250000000000014,51.250000000000014
TEST,test_humanized_mixed_000180_142bpm,humanized_mixed,3.66,11,3.0054644808743167,T12,0.04,global,1,0,0,1.0,1.0,1.0,0.6669999999999732,0.6669999999999732,0.6669999999999732
TEST,test_humanized_mixed_000180_142bpm,humanized_mixed,3.66,11,3.0054644808743167,T14,0.04,global,1,0,0,1.0,1.0,1.0,15.74999999999993,15.74999999999993,15.74999999999993
TEST,test_humanized_mixed_000180_142bpm,humanized_mixed,3.66,11,3.0054644808743167,T16,0.04,global,1,0,0,1.0,1.0,1.0,39.50000000000009,39.50000000000009,39.50000000000009
TEST,test_humanized_mixed_000190_107bpm,humanized_mixed,4.21,12,2.8503562945368173,KD,0.04,global,4,3,0,0.5714285714285714,1.0,0.7272727272727273,4.1042500000000315,1.6250000000000986,9.816899999999952
TEST,test_humanized_mixed_000190_107bpm,humanized_mixed,4.21,12,2.8503562945368173,SD,0.04,global,3,1,2,0.75,0.6,0.6666666666666665,8.110999999999942,7.332999999999923,11.200199999999839
TEST,test_humanized_mixed_000190_107bpm,humanized_mixed,4.21,12,2.8503562945368173,T12,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000190_107bpm,humanized_mixed,4.21,12,2.8503562945368173,T14,0.04,global,1,0,0,1.0,1.0,1.0,5.750000000000144,5.750000000000144,5.750000000000144
TEST,test_humanized_mixed_000190_107bpm,humanized_mixed,4.21,12,2.8503562945368173,T16,0.04,global,1,0,0,1.0,1.0,1.0,8.333000000000146,8.333000000000146,8.333000000000146
TEST,test_humanized_mixed_000191_131bpm,humanized_mixed,3.81,13,3.4120734908136483,KD,0.04,global,3,2,2,0.6,0.6,0.6,16.889000000000006,9.16699999999998,33.833400000000026
TEST,test_humanized_mixed_000191_131bpm,humanized_mixed,3.81,13,3.4120734908136483,SD,0.04,global,3,3,2,0.5,0.6,0.5454545454545454,13.666666666666694,2.83300000000003,29.966600000000053
TEST,test_humanized_mixed_000191_131bpm,humanized_mixed,3.81,13,3.4120734908136483,T12,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,33.333000000000055,33.333000000000055,33.333000000000055
TEST,test_humanized_mixed_000191_131bpm,humanized_mixed,3.81,13,3.4120734908136483,T14,0.04,global,1,0,0,1.0,1.0,1.0,6.5830000000000055,6.5830000000000055,6.5830000000000055
TEST,test_humanized_mixed_000191_131bpm,humanized_mixed,3.81,13,3.4120734908136483,T16,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000198_122bpm,humanized_mixed,3.94,11,2.7918781725888326,KD,0.04,global,1,4,3,0.2,0.25,0.22222222222222224,1.75,1.75,1.75
TEST,test_humanized_mixed_000198_122bpm,humanized_mixed,3.94,11,2.7918781725888326,SD,0.04,global,1,2,3,0.3333333333333333,0.25,0.28571428571428575,0.4170000000000007,0.4170000000000007,0.4170000000000007
TEST,test_humanized_mixed_000198_122bpm,humanized_mixed,3.94,11,2.7918781725888326,T12,0.04,global,1,0,0,1.0,1.0,1.0,17.832999999999988,17.832999999999988,17.832999999999988
TEST,test_humanized_mixed_000198_122bpm,humanized_mixed,3.94,11,2.7918781725888326,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000198_122bpm,humanized_mixed,3.94,11,2.7918781725888326,T16,0.04,global,1,0,0,1.0,1.0,1.0,51.66699999999991,51.66699999999991,51.66699999999991
TEST,test_humanized_mixed_000202_82bpm,humanized_mixed,4.89,13,2.658486707566462,KD,0.04,global,3,3,2,0.5,0.6,0.5454545454545454,18.222333333333328,2.1670000000000003,41.96699999999999
TEST,test_humanized_mixed_000202_82bpm,humanized_mixed,4.89,13,2.658486707566462,SD,0.04,global,2,2,2,0.5,0.5,0.5,9.24999999999998,9.24999999999998,11.183600000000071
TEST,test_humanized_mixed_000202_82bpm,humanized_mixed,4.89,13,2.658486707566462,T12,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,34.33299999999973,34.33299999999973,34.33299999999973
TEST,test_humanized_mixed_000202_82bpm,humanized_mixed,4.89,13,2.658486707566462,T14,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,22.41699999999991,22.41699999999991,22.41699999999991
TEST,test_humanized_mixed_000202_82bpm,humanized_mixed,4.89,13,2.658486707566462,T16,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,43.33300000000007,43.33300000000007,43.33300000000007
TEST,test_humanized_mixed_000219_89bpm,humanized_mixed,4.5,12,2.6666666666666665,KD,0.04,global,4,2,0,0.6666666666666666,1.0,0.8,12.541750000000011,3.7085000000000035,30.825000000000042
TEST,test_humanized_mixed_000219_89bpm,humanized_mixed,4.5,12,2.6666666666666665,SD,0.04,global,0,2,4,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000219_89bpm,humanized_mixed,4.5,12,2.6666666666666665,T12,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,14.499999999999957,14.499999999999957,14.499999999999957
TEST,test_humanized_mixed_000219_89bpm,humanized_mixed,4.5,12,2.6666666666666665,T14,0.04,global,2,0,0,1.0,1.0,1.0,5.000000000000004,5.000000000000004,6.0663999999999385
TEST,test_humanized_mixed_000219_89bpm,humanized_mixed,4.5,12,2.6666666666666665,T16,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,20.41700000000013,20.41700000000013,20.41700000000013
TEST,test_humanized_mixed_000220_138bpm,humanized_mixed,3.72,13,3.4946236559139785,KD,0.04,global,4,1,1,0.8,0.8,0.8000000000000002,23.70825,24.50000000000002,44.833099999999995
TEST,test_humanized_mixed_000220_138bpm,humanized_mixed,3.72,13,3.4946236559139785,SD,0.04,global,2,1,2,0.6666666666666666,0.5,0.5714285714285715,21.916499999999978,21.916499999999978,39.449699999999964
TEST,test_humanized_mixed_000220_138bpm,humanized_mixed,3.72,13,3.4946236559139785,T12,0.04,global,0,2,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000220_138bpm,humanized_mixed,3.72,13,3.4946236559139785,T14,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000220_138bpm,humanized_mixed,3.72,13,3.4946236559139785,T16,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,0.3329999999999167,0.3329999999999167,0.3329999999999167
TEST,test_humanized_mixed_000225_122bpm,humanized_mixed,3.95,12,3.0379746835443036,KD,0.04,global,2,3,1,0.4,0.6666666666666666,0.5,20.583499999999976,20.583499999999976,37.05029999999996
TEST,test_humanized_mixed_000225_122bpm,humanized_mixed,3.95,12,3.0379746835443036,SD,0.04,global,2,3,2,0.4,0.5,0.4444444444444445,32.2920000000001,32.2920000000001,43.19200000000001
TEST,test_humanized_mixed_000225_122bpm,humanized_mixed,3.95,12,3.0379746835443036,T12,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,29.417000000000026,29.417000000000026,29.417000000000026
TEST,test_humanized_mixed_000225_122bpm,humanized_mixed,3.95,12,3.0379746835443036,T14,0.04,global,1,1,1,0.5,0.5,0.5,12.167000000000039,12.167000000000039,12.167000000000039
TEST,test_humanized_mixed_000225_122bpm,humanized_mixed,3.95,12,3.0379746835443036,T16,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,31.333000000000055,31.333000000000055,31.333000000000055
TEST,test_humanized_mixed_000241_141bpm,humanized_mixed,3.67,11,2.997275204359673,KD,0.04,global,2,3,1,0.4,0.6666666666666666,0.5,1.083500000000015,1.083500000000015,1.950300000000027
TEST,test_humanized_mixed_000241_141bpm,humanized_mixed,3.67,11,2.997275204359673,SD,0.04,global,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,17.416500000000056,17.416500000000056,25.349700000000052
TEST,test_humanized_mixed_000241_141bpm,humanized_mixed,3.67,11,2.997275204359673,T12,0.04,global,0,1,2,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000241_141bpm,humanized_mixed,3.67,11,2.997275204359673,T14,0.04,global,1,1,1,0.5,0.5,0.5,12.499999999999956,12.499999999999956,12.499999999999956
TEST,test_humanized_mixed_000241_141bpm,humanized_mixed,3.67,11,2.997275204359673,T16,0.04,global,0,2,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000243_153bpm,humanized_mixed,3.55,12,3.3802816901408455,KD,0.04,global,2,3,3,0.4,0.4,0.4000000000000001,21.87499999999998,21.87499999999998,39.374999999999964
TEST,test_humanized_mixed_000243_153bpm,humanized_mixed,3.55,12,3.3802816901408455,SD,0.04,global,1,3,3,0.25,0.25,0.25,39.833000000000006,39.833000000000006,39.833000000000006
TEST,test_humanized_mixed_000243_153bpm,humanized_mixed,3.55,12,3.3802816901408455,T12,0.04,global,1,0,0,1.0,1.0,1.0,8.499999999999952,8.499999999999952,8.499999999999952
TEST,test_humanized_mixed_000243_153bpm,humanized_mixed,3.55,12,3.3802816901408455,T14,0.04,global,1,0,0,1.0,1.0,1.0,35.333000000000055,35.333000000000055,35.333000000000055
TEST,test_humanized_mixed_000243_153bpm,humanized_mixed,3.55,12,3.3802816901408455,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000249_148bpm,humanized_mixed,3.59,13,3.6211699164345403,KD,0.04,global,2,3,2,0.4,0.5,0.4444444444444445,16.25,16.25,29.25
TEST,test_humanized_mixed_000249_148bpm,humanized_mixed,3.59,13,3.6211699164345403,SD,0.04,global,2,0,2,1.0,0.5,0.6666666666666666,29.666500000000042,29.666500000000042,41.93329999999995
TEST,test_humanized_mixed_000249_148bpm,humanized_mixed,3.59,13,3.6211699164345403,T12,0.04,global,1,2,0,0.3333333333333333,1.0,0.5,2.9169999999999474,2.9169999999999474,2.9169999999999474
TEST,test_humanized_mixed_000249_148bpm,humanized_mixed,3.59,13,3.6211699164345403,T14,0.04,global,1,1,1,0.5,0.5,0.5,49.99999999999982,49.99999999999982,49.99999999999982
TEST,test_humanized_mixed_000249_148bpm,humanized_mixed,3.59,13,3.6211699164345403,T16,0.04,global,1,1,1,0.5,0.5,0.5,19.000000000000128,19.000000000000128,19.000000000000128
TEST,test_humanized_mixed_000252_118bpm,humanized_mixed,4.01,10,2.493765586034913,KD,0.04,global,3,2,0,0.6,1.0,0.7499999999999999,13.416666666666707,19.749999999999936,20.350000000000136
TEST,test_humanized_mixed_000252_118bpm,humanized_mixed,4.01,10,2.493765586034913,SD,0.04,global,3,1,1,0.75,0.75,0.75,14.694333333333347,12.9999999999999,27.40000000000009
TEST,test_humanized_mixed_000252_118bpm,humanized_mixed,4.01,10,2.493765586034913,T12,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000252_118bpm,humanized_mixed,4.01,10,2.493765586034913,T14,0.04,global,1,0,0,1.0,1.0,1.0,5.91699999999995,5.91699999999995,5.91699999999995
TEST,test_humanized_mixed_000252_118bpm,humanized_mixed,4.01,10,2.493765586034913,T16,0.04,global,1,0,0,1.0,1.0,1.0,4.33299999999992,4.33299999999992,4.33299999999992
TEST,test_humanized_mixed_000254_103bpm,humanized_mixed,4.29,14,3.2634032634032635,KD,0.04,global,3,1,2,0.75,0.6,0.6666666666666665,7.7776666666667085,1.333,17.666600000000038
TEST,test_humanized_mixed_000254_103bpm,humanized_mixed,4.29,14,3.2634032634032635,SD,0.04,global,4,0,2,1.0,0.6666666666666666,0.8,10.895750000000064,12.750000000000039,16.43320000000007
TEST,test_humanized_mixed_000254_103bpm,humanized_mixed,4.29,14,3.2634032634032635,T12,0.04,global,1,0,0,1.0,1.0,1.0,20.41700000000013,20.41700000000013,20.41700000000013
