split,track_id,profile,duration_sec,n_total_events_track,event_density_per_sec,class_name,threshold,threshold_mode,TP,FP,FN,precision,recall,f1,mean_abs_time_error_ms,median_abs_time_error_ms,p90_abs_time_error_ms
TEST,test_humanized_mixed_000254_103bpm,humanized_mixed,4.29,14,3.2634032634032635,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000254_103bpm,humanized_mixed,4.29,14,3.2634032634032635,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000257_104bpm,humanized_mixed,4.28,13,3.0373831775700935,KD,0.04,global,5,1,0,0.8333333333333334,1.0,0.9090909090909091,16.383199999999974,10.082999999999842,35.43300000000005
TEST,test_humanized_mixed_000257_104bpm,humanized_mixed,4.28,13,3.0373831775700935,SD,0.04,global,2,2,3,0.5,0.4,0.4444444444444445,10.124999999999995,10.124999999999995,18.22499999999999
TEST,test_humanized_mixed_000257_104bpm,humanized_mixed,4.28,13,3.0373831775700935,T12,0.04,global,1,2,0,0.3333333333333333,1.0,0.5,13.417000000000012,13.417000000000012,13.417000000000012
TEST,test_humanized_mixed_000257_104bpm,humanized_mixed,4.28,13,3.0373831775700935,T14,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000257_104bpm,humanized_mixed,4.28,13,3.0373831775700935,T16,0.04,global,1,0,0,1.0,1.0,1.0,12.9999999999999,12.9999999999999,12.9999999999999
TEST,test_humanized_mixed_000258_93bpm,humanized_mixed,4.57,10,2.1881838074398248,KD,0.04,global,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,4.83349999999999,4.83349999999999,8.366699999999982
TEST,test_humanized_mixed_000258_93bpm,humanized_mixed,4.57,10,2.1881838074398248,SD,0.04,global,1,0,2,1.0,0.3333333333333333,0.5,22.58300000000002,22.58300000000002,22.58300000000002
TEST,test_humanized_mixed_000258_93bpm,humanized_mixed,4.57,10,2.1881838074398248,T12,0.04,global,0,2,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000258_93bpm,humanized_mixed,4.57,10,2.1881838074398248,T14,0.04,global,1,0,0,1.0,1.0,1.0,46.0830000000001,46.0830000000001,46.0830000000001
TEST,test_humanized_mixed_000258_93bpm,humanized_mixed,4.57,10,2.1881838074398248,T16,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,14.08300000000029,14.08300000000029,14.08300000000029
TEST,test_humanized_mixed_000259_105bpm,humanized_mixed,4.21,12,2.8503562945368173,KD,0.04,global,3,2,2,0.6,0.6,0.6,6.805333333333358,3.583000000000114,13.582999999999991
TEST,test_humanized_mixed_000259_105bpm,humanized_mixed,4.21,12,2.8503562945368173,SD,0.04,global,2,0,2,1.0,0.5,0.6666666666666666,9.416499999999996,9.416499999999996,10.083299999999985
TEST,test_humanized_mixed_000259_105bpm,humanized_mixed,4.21,12,2.8503562945368173,T12,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000259_105bpm,humanized_mixed,4.21,12,2.8503562945368173,T14,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000259_105bpm,humanized_mixed,4.21,12,2.8503562945368173,T16,0.04,global,1,0,0,1.0,1.0,1.0,3.16699999999992,3.16699999999992,3.16699999999992
TEST,test_humanized_mixed_000279_137bpm,humanized_mixed,3.73,10,2.680965147453083,KD,0.04,global,2,3,1,0.4,0.6666666666666666,0.5,19.291500000000017,19.291500000000017,34.724700000000034
TEST,test_humanized_mixed_000279_137bpm,humanized_mixed,3.73,10,2.680965147453083,SD,0.04,global,2,2,1,0.5,0.6666666666666666,0.5714285714285715,3.2915000000000028,3.2915000000000028,5.924700000000005
TEST,test_humanized_mixed_000279_137bpm,humanized_mixed,3.73,10,2.680965147453083,T12,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,23.83299999999999,23.83299999999999,23.83299999999999
TEST,test_humanized_mixed_000279_137bpm,humanized_mixed,3.73,10,2.680965147453083,T14,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,1.0829999999999451,1.0829999999999451,1.0829999999999451
TEST,test_humanized_mixed_000279_137bpm,humanized_mixed,3.73,10,2.680965147453083,T16,0.04,global,0,2,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000281_101bpm,humanized_mixed,4.34,12,2.7649769585253456,KD,0.04,global,2,4,2,0.3333333333333333,0.5,0.4,16.875000000000085,16.875000000000085,30.375000000000153
TEST,test_humanized_mixed_000281_101bpm,humanized_mixed,4.34,12,2.7649769585253456,SD,0.04,global,3,1,1,0.75,0.75,0.75,14.972333333333365,17.249999999999986,24.98360000000006
TEST,test_humanized_mixed_000281_101bpm,humanized_mixed,4.34,12,2.7649769585253456,T12,0.04,global,1,0,0,1.0,1.0,1.0,15.417000000000014,15.417000000000014,15.417000000000014
TEST,test_humanized_mixed_000281_101bpm,humanized_mixed,4.34,12,2.7649769585253456,T14,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,2.666999999999975,2.666999999999975,2.666999999999975
TEST,test_humanized_mixed_000281_101bpm,humanized_mixed,4.34,12,2.7649769585253456,T16,0.04,global,1,1,1,0.5,0.5,0.5,21.83299999999999,21.83299999999999,21.83299999999999
TEST,test_humanized_mixed_000283_117bpm,humanized_mixed,3.97,12,3.022670025188917,KD,0.04,global,4,1,0,0.8,1.0,0.888888888888889,24.833250000000003,27.541499999999985,38.15800000000002
TEST,test_humanized_mixed_000283_117bpm,humanized_mixed,3.97,12,3.022670025188917,SD,0.04,global,3,2,2,0.6,0.6,0.6,15.721999999999978,7.249999999999979,27.71639999999991
TEST,test_humanized_mixed_000283_117bpm,humanized_mixed,3.97,12,3.022670025188917,T12,0.04,global,1,0,0,1.0,1.0,1.0,40.2499999999999,40.2499999999999,40.2499999999999
TEST,test_humanized_mixed_000283_117bpm,humanized_mixed,3.97,12,3.022670025188917,T14,0.04,global,1,0,0,1.0,1.0,1.0,13.33300000000004,13.33300000000004,13.33300000000004
TEST,test_humanized_mixed_000283_117bpm,humanized_mixed,3.97,12,3.022670025188917,T16,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000288_150bpm,humanized_mixed,3.57,11,3.081232492997199,KD,0.04,global,3,2,0,0.6,1.0,0.7499999999999999,13.944666666666686,13.500000000000068,24.03360000000001
TEST,test_humanized_mixed_000288_150bpm,humanized_mixed,3.57,11,3.081232492997199,SD,0.04,global,3,2,0,0.6,1.0,0.7499999999999999,12.249666666666622,7.832999999999979,24.632999999999903
TEST,test_humanized_mixed_000288_150bpm,humanized_mixed,3.57,11,3.081232492997199,T12,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,2.16700000000003,2.16700000000003,2.16700000000003
TEST,test_humanized_mixed_000288_150bpm,humanized_mixed,3.57,11,3.081232492997199,T14,0.04,global,1,1,1,0.5,0.5,0.5,39.833000000000006,39.833000000000006,39.833000000000006
TEST,test_humanized_mixed_000288_150bpm,humanized_mixed,3.57,11,3.081232492997199,T16,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,14.000000000000012,14.000000000000012,14.000000000000012
TEST,test_humanized_mixed_000289_86bpm,humanized_mixed,4.03,12,2.9776674937965257,KD,0.04,global,4,4,1,0.5,0.8,0.6153846153846154,10.3125,7.708500000000007,20.05809999999999
TEST,test_humanized_mixed_000289_86bpm,humanized_mixed,4.03,12,2.9776674937965257,SD,0.04,global,2,1,2,0.6666666666666666,0.5,0.5714285714285715,8.95849999999998,8.95849999999998,9.191699999999981
TEST,test_humanized_mixed_000289_86bpm,humanized_mixed,4.03,12,2.9776674937965257,T12,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000289_86bpm,humanized_mixed,4.03,12,2.9776674937965257,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000289_86bpm,humanized_mixed,4.03,12,2.9776674937965257,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000291_127bpm,humanized_mixed,3.81,14,3.674540682414698,KD,0.04,global,4,3,1,0.5714285714285714,0.8,0.6666666666666666,22.24999999999998,20.04149999999995,40.49180000000001
TEST,test_humanized_mixed_000291_127bpm,humanized_mixed,3.81,14,3.674540682414698,SD,0.04,global,3,3,2,0.5,0.6,0.5454545454545454,32.94433333333331,48.332999999999956,49.26659999999998
TEST,test_humanized_mixed_000291_127bpm,humanized_mixed,3.81,14,3.674540682414698,T12,0.04,global,0,0,2,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000291_127bpm,humanized_mixed,3.81,14,3.674540682414698,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000291_127bpm,humanized_mixed,3.81,14,3.674540682414698,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000294_137bpm,humanized_mixed,3.62,14,3.867403314917127,KD,0.04,global,2,2,3,0.5,0.4,0.4444444444444445,2.3335000000000017,2.3335000000000017,3.666700000000003
TEST,test_humanized_mixed_000294_137bpm,humanized_mixed,3.62,14,3.867403314917127,SD,0.04,global,3,3,3,0.5,0.5,0.5,21.583666666666726,19.167000000000044,32.96700000000013
TEST,test_humanized_mixed_000294_137bpm,humanized_mixed,3.62,14,3.867403314917127,T12,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,26.666999999999994,26.666999999999994,26.666999999999994
TEST,test_humanized_mixed_000294_137bpm,humanized_mixed,3.62,14,3.867403314917127,T14,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,19.50000000000007,19.50000000000007,19.50000000000007
TEST,test_humanized_mixed_000294_137bpm,humanized_mixed,3.62,14,3.867403314917127,T16,0.04,global,0,2,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000295_142bpm,humanized_mixed,3.61,10,2.770083102493075,KD,0.04,global,3,1,0,0.75,1.0,0.8571428571428571,9.027666666666656,12.499999999999956,14.166400000000001
TEST,test_humanized_mixed_000295_142bpm,humanized_mixed,3.61,10,2.770083102493075,SD,0.04,global,1,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,24.666999999999994,24.666999999999994,24.666999999999994
TEST,test_humanized_mixed_000295_142bpm,humanized_mixed,3.61,10,2.770083102493075,T12,0.04,global,1,0,0,1.0,1.0,1.0,3.4170000000000034,3.4170000000000034,3.4170000000000034
TEST,test_humanized_mixed_000295_142bpm,humanized_mixed,3.61,10,2.770083102493075,T14,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000295_142bpm,humanized_mixed,3.61,10,2.770083102493075,T16,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,20.999999999999908,20.999999999999908,20.999999999999908
TEST,test_humanized_mixed_000299_128bpm,humanized_mixed,3.85,13,3.3766233766233764,KD,0.04,global,2,4,2,0.3333333333333333,0.5,0.4,6.3750000000000195,6.3750000000000195,11.475000000000035
TEST,test_humanized_mixed_000299_128bpm,humanized_mixed,3.85,13,3.3766233766233764,SD,0.04,global,3,2,1,0.6,0.75,0.6666666666666665,15.50000000000007,13.250000000000206,24.116400000000038
TEST,test_humanized_mixed_000299_128bpm,humanized_mixed,3.85,13,3.3766233766233764,T12,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000299_128bpm,humanized_mixed,3.85,13,3.3766233766233764,T14,0.04,global,2,0,0,1.0,1.0,1.0,13.666500000000026,13.666500000000026,16.199700000000085
TEST,test_humanized_mixed_000299_128bpm,humanized_mixed,3.85,13,3.3766233766233764,T16,0.04,global,2,0,0,1.0,1.0,1.0,17.166500000000084,17.166500000000084,28.233300000000128
TEST,test_humanized_mixed_000313_122bpm,humanized_mixed,3.94,14,3.553299492385787,KD,0.04,global,2,4,3,0.3333333333333333,0.4,0.3636363636363636,13.166500000000026,13.166500000000026,23.699700000000046
TEST,test_humanized_mixed_000313_122bpm,humanized_mixed,3.94,14,3.553299492385787,SD,0.04,global,2,3,3,0.4,0.4,0.4000000000000001,16.874999999999975,16.874999999999975,30.174999999999887
TEST,test_humanized_mixed_000313_122bpm,humanized_mixed,3.94,14,3.553299492385787,T12,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,23.00000000000013,23.00000000000013,23.00000000000013
TEST,test_humanized_mixed_000313_122bpm,humanized_mixed,3.94,14,3.553299492385787,T14,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,6.0829999999998385,6.0829999999998385,6.0829999999998385
TEST,test_humanized_mixed_000313_122bpm,humanized_mixed,3.94,14,3.553299492385787,T16,0.04,global,1,0,0,1.0,1.0,1.0,3.3330000000000304,3.3330000000000304,3.3330000000000304
TEST,test_humanized_mixed_000314_92bpm,humanized_mixed,4.58,13,2.838427947598253,KD,0.04,global,4,3,1,0.5714285714285714,0.8,0.6666666666666666,13.833250000000048,10.958000000000078,28.666800000000062
TEST,test_humanized_mixed_000314_92bpm,humanized_mixed,4.58,13,2.838427947598253,SD,0.04,global,2,4,2,0.3333333333333333,0.5,0.4,9.083500000000022,9.083500000000022,15.216700000000039
TEST,test_humanized_mixed_000314_92bpm,humanized_mixed,4.58,13,2.838427947598253,T12,0.04,global,1,0,0,1.0,1.0,1.0,32.58300000000003,32.58300000000003,32.58300000000003
TEST,test_humanized_mixed_000314_92bpm,humanized_mixed,4.58,13,2.838427947598253,T14,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000314_92bpm,humanized_mixed,4.58,13,2.838427947598253,T16,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,14.666999999999764,14.666999999999764,14.666999999999764
TEST,test_humanized_mixed_000319_104bpm,humanized_mixed,4.29,11,2.564102564102564,KD,0.04,global,3,4,1,0.42857142857142855,0.75,0.5454545454545454,20.416666666666647,27.249999999999996,31.983599999999957
TEST,test_humanized_mixed_000319_104bpm,humanized_mixed,4.29,11,2.564102564102564,SD,0.04,global,2,2,2,0.5,0.5,0.5,25.75000000000002,25.75000000000002,27.150000000000023
TEST,test_humanized_mixed_000319_104bpm,humanized_mixed,4.29,11,2.564102564102564,T12,0.04,global,1,0,0,1.0,1.0,1.0,3.4170000000000034,3.4170000000000034,3.4170000000000034
TEST,test_humanized_mixed_000319_104bpm,humanized_mixed,4.29,11,2.564102564102564,T14,0.04,global,1,0,0,1.0,1.0,1.0,24.41699999999969,24.41699999999969,24.41699999999969
TEST,test_humanized_mixed_000319_104bpm,humanized_mixed,4.29,11,2.564102564102564,T16,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,18.08299999999985,18.08299999999985,18.08299999999985
TEST,test_humanized_mixed_000320_122bpm,humanized_mixed,3.83,10,2.6109660574412534,KD,0.04,global,3,0,0,1.0,1.0,1.0,10.277666666666684,5.333000000000032,21.466600000000025
TEST,test_humanized_mixed_000320_122bpm,humanized_mixed,3.83,10,2.6109660574412534,SD,0.04,global,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,18.875000000000004,18.875000000000004,31.241400000000006
TEST,test_humanized_mixed_000320_122bpm,humanized_mixed,3.83,10,2.6109660574412534,T12,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,40.41699999999992,40.41699999999992,40.41699999999992
TEST,test_humanized_mixed_000320_122bpm,humanized_mixed,3.83,10,2.6109660574412534,T14,0.04,global,1,0,1,1.0,0.5,0.6666666666666666,9.166999999999925,9.166999999999925,9.166999999999925
TEST,test_humanized_mixed_000320_122bpm,humanized_mixed,3.83,10,2.6109660574412534,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000359_132bpm,humanized_mixed,3.8,14,3.68421052631579,KD,0.04,global,4,2,1,0.6666666666666666,0.8,0.7272727272727272,21.666500000000006,21.79150000000002,42.1581
TEST,test_humanized_mixed_000359_132bpm,humanized_mixed,3.8,14,3.68421052631579,SD,0.04,global,2,4,3,0.3333333333333333,0.4,0.3636363636363636,26.79199999999998,26.79199999999998,40.892000000000024
TEST,test_humanized_mixed_000359_132bpm,humanized_mixed,3.8,14,3.68421052631579,T12,0.04,global,2,1,0,0.6666666666666666,1.0,0.8,26.87499999999993,26.87499999999993,39.77499999999993
TEST,test_humanized_mixed_000359_132bpm,humanized_mixed,3.8,14,3.68421052631579,T14,0.04,global,1,0,0,1.0,1.0,1.0,6.249999999999867,6.249999999999867,6.249999999999867
TEST,test_humanized_mixed_000359_132bpm,humanized_mixed,3.8,14,3.68421052631579,T16,0.04,global,1,0,0,1.0,1.0,1.0,8.583000000000007,8.583000000000007,8.583000000000007
TEST,test_humanized_mixed_000364_118bpm,humanized_mixed,4.0,10,2.5,KD,0.04,global,2,4,2,0.3333333333333333,0.5,0.4,12.666500000000024,12.666500000000024,22.799700000000044
TEST,test_humanized_mixed_000364_118bpm,humanized_mixed,4.0,10,2.5,SD,0.04,global,3,1,0,0.75,1.0,0.8571428571428571,17.13866666666669,22.58300000000002,25.916600000000045
TEST,test_humanized_mixed_000364_118bpm,humanized_mixed,4.0,10,2.5,T12,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000364_118bpm,humanized_mixed,4.0,10,2.5,T14,0.04,global,1,0,0,1.0,1.0,1.0,27.499999999999858,27.499999999999858,27.499999999999858
TEST,test_humanized_mixed_000364_118bpm,humanized_mixed,4.0,10,2.5,T16,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000374_121bpm,humanized_mixed,3.9,10,2.5641025641025643,KD,0.04,global,3,2,1,0.6,0.75,0.6666666666666665,8.694666666666684,10.167000000000037,14.767000000000019
TEST,test_humanized_mixed_000374_121bpm,humanized_mixed,3.9,10,2.5641025641025643,SD,0.04,global,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,27.291500000000024,27.291500000000024,36.124700000000054
TEST,test_humanized_mixed_000374_121bpm,humanized_mixed,3.9,10,2.5641025641025643,T12,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000374_121bpm,humanized_mixed,3.9,10,2.5641025641025643,T14,0.04,global,1,0,0,1.0,1.0,1.0,46.749999999999844,46.749999999999844,46.749999999999844
TEST,test_humanized_mixed_000374_121bpm,humanized_mixed,3.9,10,2.5641025641025643,T16,0.04,global,0,0,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000380_148bpm,humanized_mixed,3.6,12,3.333333333333333,KD,0.04,global,4,2,0,0.6666666666666666,1.0,0.8,5.478999999999983,3.7914999999999752,11.183099999999975
TEST,test_humanized_mixed_000380_148bpm,humanized_mixed,3.6,12,3.333333333333333,SD,0.04,global,2,1,3,0.6666666666666666,0.4,0.5,2.541500000000002,2.541500000000002,4.5747000000000035
TEST,test_humanized_mixed_000380_148bpm,humanized_mixed,3.6,12,3.333333333333333,T12,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,7.332999999999923,7.332999999999923,7.332999999999923
TEST,test_humanized_mixed_000380_148bpm,humanized_mixed,3.6,12,3.333333333333333,T14,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,8.832999999999869,8.832999999999869,8.832999999999869
TEST,test_humanized_mixed_000380_148bpm,humanized_mixed,3.6,12,3.333333333333333,T16,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,23.83299999999999,23.83299999999999,23.83299999999999
TEST,test_humanized_mixed_000396_155bpm,humanized_mixed,3.14,14,4.45859872611465,KD,0.04,global,2,3,3,0.4,0.4,0.4000000000000001,13.208500000000011,13.208500000000011,23.775300000000023
TEST,test_humanized_mixed_000396_155bpm,humanized_mixed,3.14,14,4.45859872611465,SD,0.04,global,3,1,2,0.75,0.6,0.6666666666666665,6.888999999999978,7.499999999999951,11.300000000000022
TEST,test_humanized_mixed_000396_155bpm,humanized_mixed,3.14,14,4.45859872611465,T12,0.04,global,0,2,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000396_155bpm,humanized_mixed,3.14,14,4.45859872611465,T14,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000396_155bpm,humanized_mixed,3.14,14,4.45859872611465,T16,0.04,global,0,1,2,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000406_89bpm,humanized_mixed,4.6,10,2.173913043478261,KD,0.04,global,3,3,1,0.5,0.75,0.6,7.360999999999876,4.4999999999999485,14.966399999999735
TEST,test_humanized_mixed_000406_89bpm,humanized_mixed,4.6,10,2.173913043478261,SD,0.04,global,1,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,13.499999999999623,13.499999999999623,13.499999999999623
TEST,test_humanized_mixed_000406_89bpm,humanized_mixed,4.6,10,2.173913043478261,T12,0.04,global,0,2,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000406_89bpm,humanized_mixed,4.6,10,2.173913043478261,T14,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,39.33300000000006,39.33300000000006,39.33300000000006
TEST,test_humanized_mixed_000406_89bpm,humanized_mixed,4.6,10,2.173913043478261,T16,0.04,global,1,0,0,1.0,1.0,1.0,16.582999999999792,16.582999999999792,16.582999999999792
TEST,test_humanized_mixed_000416_120bpm,humanized_mixed,3.92,10,2.5510204081632653,KD,0.04,global,3,3,1,0.5,0.75,0.6,7.083666666666663,8.667000000000035,10.466999999999972
TEST,test_humanized_mixed_000416_120bpm,humanized_mixed,3.92,10,2.5510204081632653,SD,0.04,global,1,3,2,0.25,0.3333333333333333,0.28571428571428575,1.4170000000000016,1.4170000000000016,1.4170000000000016
TEST,test_humanized_mixed_000416_120bpm,humanized_mixed,3.92,10,2.5510204081632653,T12,0.04,global,0,1,1,0.0,0.0,0.0,,,
TEST,test_humanized_mixed_000416_120bpm,humanized_mixed,3.92,10,2.5510204081632653,T14,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,27.667000000000108,27.667000000000108,27.667000000000108
TEST,test_humanized_mixed_000416_120bpm,humanized_mixed,3.92,10,2.5510204081632653,T16,0.04,global,1,0,0,1.0,1.0,1.0,6.167000000000034,6.167000000000034,6.167000000000034
TEST,test_humanized_mixed_000422_127bpm,humanized_mixed,3.87,12,3.1007751937984493,KD,0.04,global,3,1,1,0.75,0.75,0.75,21.11099999999999,30.08299999999997,32.61659999999999
TEST,test_humanized_mixed_000422_127bpm,humanized_mixed,3.87,12,3.1007751937984493,SD,0.04,global,2,1,2,0.6666666666666666,0.5,0.5714285714285715,4.041500000000004,4.041500000000004,4.0747000000000035
TEST,test_humanized_mixed_000422_127bpm,humanized_mixed,3.87,12,3.1007751937984493,T12,0.04,global,1,1,0,0.5,1.0,0.6666666666666666,27.16699999999994,27.16699999999994,27.16699999999994
TEST,test_humanized_mixed_000422_127bpm,humanized_mixed,3.87,12,3.1007751937984493,T14,0.04,global,1,1,1,0.5,0.5,0.5,21.082999999999963,21.082999999999963,21.082999999999963
